Avg_Degree,Lower_Bound_R0,Actual_R0,MPC Direct,MPC Lower Bound,MPC R0,Duration Direct,Duration Lower Bound,Duration R0,Avg Interval Direct,Avg Interval Lower Bound,Avg Interval R0
17.05,12.760730804661069,15.605382873101934,139.3745268615229,108.8789403883053,117.1013548270339,3.5137264169898117,0.12783645901072305,0.1410033749998547,28.24232160014898,21.127289933235534,24.97088177152653
18.3,13.533347293702764,16.706859750718316,140.12240293873586,109.77362664828244,118.42722441867265,3.500368915993022,0.13182641699677333,0.13447612499294337,28.246627963297385,21.13929147232832,24.971406359689844
19.55,13.903927732680295,17.608845808370198,140.80230025998418,110.6277523474131,120.59456251228428,3.469612791988766,0.1392672079964541,0.14139070799865294,28.249344562309627,21.15176190446552,24.93241881540667
20.8,15.058643536993245,18.60001165333211,141.38411751478142,112.93028326221949,122.56018254485642,3.6046700830047484,0.14374879200477153,0.15260995899734553,28.25821862781861,21.104516793015307,24.89870540470657
22.05,15.430135519832639,19.714970448243587,141.886314291859,112.30246495570881,122.73577363620203,3.5975148329889635,0.13875379200908355,0.15201695800351445,28.25086739720724,21.16289386639226,24.93398097886831
23.3,16.796782590290626,20.857954159014096,142.33355376974083,113.6378774759692,123.00634054947939,3.944035458000144,0.14953750000859145,0.15538708299573045,28.244905759765015,21.14238119495688,24.96207892832824
24.55,17.904572761814485,21.826537230759495,142.74137792528742,115.62310267890203,124.74354721775607,3.980958375002956,0.15263679200143088,0.1580544159951387,28.24730919728495,21.102466517196625,24.928525678893106
25.8,18.807911699176667,22.91923262249533,143.10070852688713,116.59049483286647,125.77890002324952,4.246727999998257,0.1583870000031311,0.16740962499170564,28.24965444219398,21.097218501894904,24.919991890919583
27.05,19.49851913090465,24.02310501453806,143.42574343944656,116.96984015566363,126.58118666261592,4.793242124986136,0.16304158300044946,0.17330600001150742,28.244576893094493,21.109926078045373,24.917638074704122
28.3,21.244111904801947,25.1228695162253,143.72489593631724,119.00588131435684,127.03421229801135,4.6346852499991655,0.17939579198719002,0.182353709009476,28.242154158479245,21.062002996971284,24.930851732184948
29.55,22.122369229630202,25.937684069781085,144.0228007042799,120.94274870553238,128.95991276087642,4.884748750002473,0.17246291699120775,0.17853900000045542,28.258610827126315,21.021937685103463,24.878697940684624
